symbol,strategy,entry_time,exit_time,actual_entry_close,slippage_entry_price,actual_exit_close,slippage_exit_price,qty,side,pnl,equity
cash_ACC,Supertrend,2024-08-01 12:43:00,2024-08-01 13:43:00,2502.6,2503.8513,2506.5,2505.2467500000002,50,LONG,69.77250000002186,69.77250000002186
cash_ACC,Supertrend,2024-08-01 15:11:00,2024-08-01 15:26:00,2492.7,2493.9463499999997,2483.7,2482.45815,50,LONG,-574.4099999999889,-504.6374999999671
cash_ACC,Supertrend,2024-08-02 10:13:00,2024-08-02 11:05:00,2450.05,2451.275025,2456.0,2454.772,50,LONG,174.84875000000102,-329.78874999996606
cash_ACC,Supertrend,2024-08-02 12:47:00,2024-08-02 13:20:00,2451.8,2453.0259,2443.75,2442.5281250000003,50,LONG,-524.888749999991,-854.677499999957
cash_ACC,Supertrend,2024-08-02 13:37:00,2024-08-02 14:07:00,2452.05,2453.276025,2446.1,2444.87695,50,LONG,-419.9537500000133,-1274.6312499999704
cash_ACC,Supertrend,2024-08-05 09:37:00,2024-08-05 10:00:00,2411.0,2412.2055,2420.0,2418.79,50,LONG,329.2249999999967,-945.4062499999736
cash_ACC,Supertrend,2024-08-05 11:41:00,2024-08-05 12:31:00,2376.2,2377.3880999999997,2366.0,2364.817,50,LONG,-628.554999999983,-1573.9612499999566
cash_ACC,Supertrend,2024-08-05 13:05:00,2024-08-05 14:23:00,2352.85,2354.0264249999996,2377.15,2375.9614250000004,50,LONG,1096.7500000000427,-477.2112499999139
cash_ACC,Supertrend,2024-08-05 14:46:00,2024-08-06 10:24:00,2380.0,2381.19,2415.2,2413.9924,50,LONG,1640.1200000000017,1162.9087500000878
cash_ACC,Supertrend,2024-08-06 11:25:00,2024-08-06 11:48:00,2419.0,2420.2095,2412.05,2410.8439750000002,50,LONG,-468.27624999998534,694.6325000001025
cash_ACC,Supertrend,2024-08-06 14:22:00,2024-08-06 14:44:00,2361.55,2362.730775,2350.1,2348.92495,50,LONG,-690.2912499999957,4.341250000106811
cash_ACC,Supertrend,2024-08-06 14:55:00,2024-08-06 15:07:00,2359.0,2360.1794999999997,2344.7,2343.52765,50,LONG,-832.592499999987,-828.2512499998802
cash_ACC,Supertrend,2024-08-07 09:15:00,2024-08-07 11:03:00,2370.35,2371.535175,2388.0,2386.806,50,LONG,763.541250000003,-64.70999999987725
cash_ACC,Supertrend,2024-08-07 12:04:00,2024-08-07 12:32:00,2386.4,2387.5932,2383.0,2381.8085,50,LONG,-289.2349999999851,-353.9449999998624
